hub,date,price_high,price_low,price_avg,volume,trades,counterparties
algonquin,2016-07-18,2.80,2.80,2.80,"4,600",1,2
algonquin,2016-07-20,2.78,2.72,2.74,"15,000",3,4
algonquin,2016-07-21,2.88,2.85,2.86,"9,000",2,3
algonquin,2016-07-22,3.30,3.10,3.22,"20,000",4,5
algonquin,2016-07-25,3.22,3.22,3.22,"2,600",1,2
algonquin,2016-07-26,3.10,3.10,3.10,"2,000",1,2
algonquin,2016-07-28,2.50,2.25,2.38,"10,000",2,4
algonquin,2016-08-01,2.80,2.80,2.80,"10,000",2,2
algonquin,2016-08-02,2.87,2.80,2.82,"14,200",3,5
algonquin,2016-08-03,2.87,2.87,2.87,"7,500",2,3
algonquin,2016-08-04,2.90,2.85,2.87,"5,000",2,4
algonquin,2016-08-08,3.00,2.95,2.96,"20,300",5,8
algonquin,2016-08-10,3.90,3.76,3.80,"17,500",4,4
algonquin,2016-08-15,5.50,5.00,5.25,"6,500",4,4
algonquin,2016-08-16,4.00,3.55,3.81,"19,200",5,6
algonquin,2016-08-18,2.95,2.85,2.88,"15,000",4,5
algonquin,2016-08-19,2.85,2.77,2.84,"25,000",10,6
algonquin,2016-08-24,2.88,2.88,2.88,"5,000",2,3
algonquin,2016-08-30,3.20,3.20,3.20,"3,500",2,4
algonquin,2016-08-31,2.90,2.90,2.90,"10,000",2,2
algonquin,2016-09-01,2.65,2.65,2.65,500,1,2
algonquin,2016-09-02,1.60,1.55,1.56,"4,200",3,5
algonquin,2016-09-06,3.05,3.00,3.03,"13,800",5,7
algonquin,2016-09-07,3.50,3.50,3.50,"1,000",1,2
algonquin,2016-09-08,3.35,3.35,3.35,"5,500",3,4
algonquin,2016-09-09,3.05,2.98,3.02,"10,000",2,4
algonquin,2016-09-12,3.25,3.25,3.25,"2,500",2,3
algonquin,2016-09-14,3.00,3.00,3.00,"4,800",2,2
algonquin,2016-09-15,2.35,2.35,2.35,"2,000",1,2
algonquin,2016-09-16,2.40,2.20,2.34,"24,000",8,9
algonquin,2016-09-19,3.40,3.17,3.25,"14,000",2,3
algonquin,2016-09-20,3.45,3.38,3.42,"7,900",2,4
algonquin,2016-09-22,2.85,2.70,2.79,"14,500",4,5
algonquin,2016-09-23,1.88,1.88,1.88,"2,000",1,2
algonquin,2016-10-05,2.20,2.20,2.20,"3,500",1,2
algonquin,2016-10-07,2.79,2.64,2.68,"1,000",1,2
algonquin,2016-10-12,2.80,2.80,2.80,"3,000",1,2
algonquin,2016-10-14,1.35,1.30,1.33,"8,000",2,3
algonquin,2016-10-18,3.10,3.10,3.10,"3,400",1,2
algonquin,2016-10-20,1.85,1.55,1.76,"3,500",2,3
algonquin,2016-10-21,2.95,2.95,2.95,"1,500",1,2
algonquin,2016-10-24,3.75,3.70,3.74,"9,500",3,5
algonquin,2016-10-25,3.05,3.05,3.05,"5,000",1,2
algonquin,2016-10-26,3.30,3.30,3.30,"5,000",1,2
algonquin,2016-10-28,2.50,2.43,2.49,"5,900",2,4
algonquin,2016-10-31,2.80,2.60,2.76,"11,000",4,6
algonquin,2016-11-01,1.95,1.95,1.95,"5,000",1,2
algonquin,2016-11-04,1.80,1.70,1.76,"14,000",4,4
algonquin,2016-11-08,2.42,2.10,2.23,"12,500",3,6
algonquin,2016-11-09,3.05,2.70,2.93,"7,500",2,4
algonquin,2016-11-10,2.25,2.20,2.24,"6,600",2,3
algonquin,2016-11-11,2.20,2.20,2.20,"2,000",1,2
algonquin,2016-11-21,4.20,3.65,4.03,"20,400",4,7
algonquin,2016-11-28,3.00,3.00,3.00,"6,000",1,2
algonquin,2016-11-29,2.70,2.70,2.70,"5,000",1,2
algonquin,2016-11-30,3.00,3.00,3.00,"10,000",1,2
algonquin,2016-12-05,6.05,6.05,6.05,"2,000",1,2
algonquin,2016-12-08,10.50,10.15,10.48,"18,500",4,6
algonquin,2016-12-09,11.20,10.00,10.75,"11,500",5,7
algonquin,2016-12-12,6.00,5.90,5.91,"2,300",2,2
algonquin,2016-12-13,10.75,9.00,9.86,"75,100",16,8
algonquin,2016-12-14,15.00,11.00,12.27,"47,700",11,11
algonquin,2016-12-15,10.50,9.00,10.19,"15,200",4,7
algonquin,2016-12-20,8.25,8.25,8.25,"10,400",4,3
algonquin,2016-12-21,6.95,6.35,6.57,"7,300",3,4
algonquin,2016-12-22,9.00,8.25,8.53,"21,200",5,6
algonquin,2016-12-23,5.40,4.75,5.06,"10,600",3,6
algonquin,2016-12-27,5.90,5.90,5.90,"1,000",1,2
algonquin,2016-12-28,5.50,5.25,5.36,"16,300",7,7
algonquin,2016-12-29,5.85,5.85,5.85,"10,000",2,3
nepool,2016-01-05,58.25,57.25,57.79,"19,200",24,17
nepool,2016-01-06,47.00,43.50,45.11,"31,200",39,28
nepool,2016-01-07,39.00,37.50,38.52,"27,200",34,21
nepool,2016-01-08,46.50,42.00,45.80,"26,400",33,22
nepool,2016-01-11,50.00,48.50,49.58,"35,200",44,23
nepool,2016-01-12,53.25,51.00,52.13,"46,400",56,26
nepool,2016-01-13,43.00,42.50,42.71,"20,000",25,16
nepool,2016-01-15,34.00,33.00,33.64,"30,400",38,20
nepool,2016-01-15,58.50,53.00,54.30,"16,800",20,14
nepool,2016-01-18,62.50,61.00,61.36,"14,400",18,13
nepool,2016-01-19,48.00,47.00,47.38,"20,000",21,15
nepool,2016-01-20,48.75,47.00,48.18,"20,000",25,14
nepool,2016-01-21,44.50,42.00,43.07,"20,000",24,15
nepool,2016-01-22,45.00,42.50,44.10,"20,000",23,14
nepool,2016-01-25,41.50,39.50,40.72,"40,800",51,26
nepool,2016-01-26,36.90,35.80,36.34,"20,000",25,19
nepool,2016-01-27,33.75,33.25,33.56,"3,200",4,6
nepool,2016-01-28,29.75,29.00,29.23,"9,600",12,8
nepool,2016-01-29,28.25,27.50,27.96,"16,000",19,11
nepool,2016-02-01,25.00,23.80,24.20,"33,600",38,20
nepool,2016-02-03,23.00,22.25,22.67,"20,800",24,15
nepool,2016-02-03,23.00,21.95,22.18,"38,400",47,18
nepool,2016-02-04,30.00,28.00,28.69,"27,200",31,19
nepool,2016-02-05,38.50,38.50,38.50,800,1,2
nepool,2016-02-08,47.30,45.75,46.48,"40,800",49,22
nepool,2016-02-09,45.00,40.00,41.53,"34,400",42,24
nepool,2016-02-10,53.00,50.00,51.72,"28,800",34,18
nepool,2016-02-11,58.35,54.25,55.27,"39,200",48,22
nepool,2016-02-12,57.00,54.00,56.30,"16,000",19,14
nepool,2016-02-15,40.50,40.50,40.50,"1,600",2,3
nepool,2016-02-16,37.00,34.50,35.55,"38,400",44,20
nepool,2016-02-17,38.35,37.00,37.94,"31,200",39,23
nepool,2016-02-18,30.05,28.00,29.32,"28,000",35,18
nepool,2016-02-19,28.50,28.00,28.23,"12,800",16,9
nepool,2016-02-22,28.15,27.50,27.88,"26,400",33,21
nepool,2016-02-23,22.50,21.25,21.60,"26,400",33,18
nepool,2016-02-24,21.50,20.00,20.63,"49,600",60,24
nepool,2016-02-25,28.20,27.25,28.02,"25,600",32,17
nepool,2016-02-26,23.00,21.50,22.50,"14,400",18,11
nepool,2016-02-29,22.50,22.00,22.23,"8,000",10,9
nepool,2016-03-01,29.25,27.50,28.54,"23,200",27,18
nepool,2016-03-02,41.00,38.00,39.59,"30,400",37,23
nepool,2016-03-03,34.00,33.00,33.63,"37,600",44,22
nepool,2016-03-04,25.00,25.00,25.00,"8,000",10,9
nepool,2016-03-07,19.50,18.25,18.95,"17,600",22,18
nepool,2016-03-08,18.25,17.00,17.67,"24,000",29,19
nepool,2016-03-09,18.00,17.50,17.65,"18,400",22,14
nepool,2016-03-10,17.25,16.25,16.84,"48,000",52,16
nepool,2016-03-11,21.00,21.00,21.00,"1,600",2,4
nepool,2016-03-14,22.00,21.00,21.86,"16,000",20,16
nepool,2016-03-15,22.65,20.00,21.99,"23,200",28,19
nepool,2016-03-16,20.00,19.70,19.87,"25,600",31,19
nepool,2016-03-17,24.25,23.50,23.99,"23,200",29,15
nepool,2016-03-18,37.00,36.50,36.96,"11,200",12,11
nepool,2016-03-21,26.00,25.00,25.63,"30,400",37,14
nepool,2016-03-22,20.25,19.50,20.03,"16,000",18,13
nepool,2016-03-23,22.25,20.00,21.90,"24,800",31,15
nepool,2016-03-24,19.50,19.25,19.38,"5,600",7,8
nepool,2016-03-28,22.65,21.75,22.41,"19,200",23,12
nepool,2016-03-29,25.05,24.45,24.71,"38,400",45,19
nepool,2016-03-30,20.25,20.00,20.06,"7,200",9,10
nepool,2016-03-31,24.00,23.00,23.46,"22,400",28,16
nepool,2016-04-01,37.50,36.00,36.85,"34,400",42,16
nepool,2016-04-04,51.00,45.00,49.21,"45,600",56,30
nepool,2016-04-05,46.50,44.00,45.20,"24,800",31,20
nepool,2016-04-06,34.50,33.55,33.88,"22,400",28,17
nepool,2016-04-07,35.00,30.00,33.86,"44,000",55,24
nepool,2016-04-08,42.50,39.75,41.21,"20,000",25,17
nepool,2016-04-11,30.50,29.25,29.85,"24,800",30,20
nepool,2016-04-12,42.00,39.00,40.86,"53,600",66,28
nepool,2016-04-13,38.00,32.50,34.18,"66,400",78,28
nepool,2016-04-14,30.50,29.00,29.82,"36,800",46,21
nepool,2016-04-15,27.00,27.00,27.00,800,1,2
nepool,2016-04-18,33.50,31.50,32.36,"33,600",42,19
nepool,2016-04-19,31.00,28.25,29.10,"35,200",42,23
nepool,2016-04-20,28.50,26.75,27.45,"39,200",43,19
nepool,2016-04-21,29.00,27.75,28.38,"37,600",46,17
nepool,2016-04-22,32.75,31.00,31.99,"13,600",17,10
nepool,2016-04-25,33.00,32.00,32.56,"6,400",8,10
nepool,2016-04-26,33.00,31.70,32.20,"20,800",26,14
nepool,2016-04-27,33.75,32.00,33.14,"42,400",48,22
nepool,2016-04-28,32.00,28.50,29.59,"29,600",35,13
nepool,2016-04-29,30.75,30.00,30.39,"5,600",7,5
nepool,2016-05-02,32.50,32.00,32.13,"3,200",4,7
nepool,2016-05-03,31.00,30.00,30.67,"40,800",51,23
nepool,2016-05-04,34.00,31.00,32.80,"30,400",38,16
nepool,2016-05-05,28.25,27.75,27.92,"22,400",27,18
nepool,2016-05-06,26.50,26.50,26.50,"1,600",2,2
nepool,2016-05-09,24.00,22.50,23.05,"26,400",29,18
nepool,2016-05-10,22.50,22.50,22.50,"16,800",20,10
nepool,2016-05-11,21.50,20.90,21.12,"10,400",13,11
nepool,2016-05-12,22.75,22.00,22.52,"11,200",14,10
nepool,2016-05-13,25.50,25.00,25.38,"6,400",8,8
nepool,2016-05-16,25.00,24.00,24.53,"18,400",19,15
nepool,2016-05-17,22.00,21.50,21.67,"14,400",17,13
nepool,2016-05-18,21.50,19.50,20.10,"24,800",30,16
nepool,2016-05-19,19.25,18.75,19.08,"9,600",12,12
nepool,2016-05-20,22.00,20.25,20.78,"21,600",27,16
nepool,2016-05-23,24.00,19.50,20.49,"31,200",39,22
nepool,2016-05-24,30.00,26.00,27.84,"42,400",50,21
nepool,2016-05-25,30.00,28.00,28.71,"42,400",49,19
nepool,2016-05-26,28.50,27.50,27.95,"36,000",45,22
nepool,2016-05-27,31.50,28.00,30.34,"19,200",23,14
nepool,2016-05-31,22.00,21.75,21.82,"16,800",21,20
nepool,2016-06-01,21.75,21.25,21.52,"20,000",25,19
nepool,2016-06-02,23.25,22.50,22.92,"29,600",29,17
nepool,2016-06-03,28.50,27.75,28.28,"12,800",14,13
nepool,2016-06-06,24.50,24.00,24.11,"24,800",31,21
nepool,2016-06-07,21.50,21.00,21.31,"31,200",36,19
nepool,2016-06-08,19.50,19.00,19.12,"16,000",20,14
nepool,2016-06-09,18.75,18.00,18.10,"20,800",26,16
nepool,2016-06-13,25.00,24.00,24.22,"25,600",31,23
nepool,2016-06-14,26.50,25.75,26.17,"23,200",29,17
nepool,2016-06-15,26.00,25.00,25.62,"8,800",10,11
nepool,2016-06-16,25.00,23.55,23.91,"19,200",24,15
nepool,2016-06-17,35.00,33.50,34.14,"8,800",11,12
nepool,2016-06-20,38.00,36.00,36.17,"28,000",35,18
nepool,2016-06-21,33.50,33.00,33.06,"14,400",18,15
nepool,2016-06-22,33.25,33.00,33.06,"3,200",4,5
nepool,2016-06-23,28.05,27.50,27.81,"13,600",17,12
nepool,2016-06-27,36.00,34.00,35.42,"7,200",9,11
nepool,2016-06-28,32.75,32.00,32.44,"9,600",12,12
nepool,2016-06-29,32.75,31.00,32.13,"16,000",20,12
nepool,2016-06-30,30.00,29.00,29.56,"32,800",37,19
nepool,2016-07-01,31.50,30.00,30.69,"9,600",12,11
nepool,2016-07-05,46.00,42.00,44.20,"38,400",48,21
nepool,2016-07-06,55.00,52.00,54.56,"7,200",9,10
nepool,2016-07-07,45.00,41.00,42.16,"81,600",86,29
nepool,2016-07-08,33.00,29.75,30.81,"21,600",27,13
nepool,2016-07-11,35.75,34.25,35.02,"38,400",48,25
nepool,2016-07-12,44.00,41.00,41.98,"32,000",40,21
nepool,2016-07-13,46.00,44.00,45.06,"53,600",64,23
nepool,2016-07-14,47.00,45.50,46.34,"41,600",50,23
nepool,2016-07-18,35.00,33.00,33.90,"32,000",40,21
nepool,2016-07-19,31.25,29.75,30.11,"28,000",34,20
nepool,2016-07-20,35.00,34.50,34.78,"20,000",25,14
nepool,2016-07-21,47.50,45.00,46.74,"22,400",27,22
nepool,2016-07-22,55.00,53.00,53.72,"13,600",17,17
nepool,2016-07-25,57.50,56.00,56.60,"10,400",13,12
nepool,2016-07-26,50.75,49.00,50.01,"37,600",42,24
nepool,2016-07-27,50.50,49.50,50.11,"17,600",21,18
nepool,2016-07-28,34.00,32.75,33.10,"27,200",30,19
nepool,2016-07-29,31.00,30.00,30.62,"10,400",13,11
nepool,2016-08-01,31.25,30.50,30.86,"44,800",55,21
nepool,2016-08-02,33.10,32.50,32.81,"32,000",40,21
nepool,2016-08-03,36.00,34.00,34.89,"36,000",41,19
nepool,2016-08-04,33.75,32.50,32.95,"23,200",28,17
nepool,2016-08-08,38.00,37.00,37.55,"28,800",34,20
nepool,2016-08-09,45.50,44.00,44.67,"10,400",13,14
nepool,2016-08-10,66.00,63.00,64.77,"31,200",36,20
nepool,2016-08-11,76.00,67.75,73.17,"33,600",41,22
nepool,2016-08-12,56.00,50.50,54.18,"13,600",15,9
nepool,2016-08-15,71.00,66.00,68.38,"16,800",21,16
nepool,2016-08-16,60.00,57.00,58.39,"28,000",33,21
nepool,2016-08-17,44.50,42.25,43.57,"28,000",34,20
nepool,2016-08-18,44.00,42.00,42.96,"20,000",25,16
nepool,2016-08-19,35.50,33.25,34.40,"33,600",41,16
nepool,2016-08-22,29.25,28.55,28.91,"32,000",39,17
nepool,2016-08-23,34.75,33.50,34.32,"28,800",35,16
nepool,2016-08-24,39.00,37.75,38.08,"34,400",36,18
nepool,2016-08-25,48.50,46.00,47.93,"33,600",41,19
nepool,2016-08-26,47.50,46.50,46.98,"13,600",17,10
nepool,2016-08-29,37.00,34.85,35.53,"26,400",33,15
nepool,2016-08-30,41.00,39.00,40.38,"49,600",60,22
nepool,2016-08-31,31.75,31.00,31.50,"8,000",10,12
nepool,2016-09-01,28.00,27.00,27.30,"8,800",9,7
nepool,2016-09-02,30.00,27.50,27.98,"8,800",11,11
nepool,2016-09-06,39.25,37.25,37.86,"43,200",50,23
nepool,2016-09-07,50.00,47.50,48.15,"24,000",28,20
nepool,2016-09-08,57.00,53.50,55.32,"32,000",40,20
nepool,2016-09-12,34.50,34.25,34.41,"6,400",8,12
nepool,2016-09-13,38.00,35.50,36.79,"27,200",31,16
nepool,2016-09-14,29.50,29.00,29.17,"7,200",9,9
nepool,2016-09-15,26.00,26.00,26.00,"8,000",10,8
nepool,2016-09-19,55.00,50.00,53.62,"12,000",15,13
nepool,2016-09-20,46.00,42.00,44.03,"18,400",23,11
nepool,2016-09-21,39.25,39.25,39.25,"7,200",9,4
nepool,2016-09-22,35.00,34.00,34.20,"11,200",13,9
nepool,2016-09-26,28.25,27.25,27.57,"24,000",28,18
nepool,2016-09-28,30.50,30.00,30.39,"12,800",16,16
nepool,2016-09-29,31.50,29.50,30.53,"14,400",18,15
nepool,2016-09-30,27.00,25.50,26.34,"8,800",11,10
nepool,2016-10-03,24.00,23.00,23.62,"18,400",23,17
nepool,2016-10-04,24.75,24.00,24.18,"17,600",19,12
nepool,2016-10-05,27.00,24.00,26.05,"32,800",41,22
nepool,2016-10-06,26.00,24.50,24.93,"41,600",48,21
nepool,2016-10-07,26.00,24.50,25.70,"8,000",10,5
nepool,2016-10-10,21.25,20.50,20.93,"18,400",17,10
nepool,2016-10-11,25.00,22.00,24.27,"10,400",13,11
nepool,2016-10-12,30.25,29.00,29.56,"19,200",24,13
nepool,2016-10-13,27.00,24.75,26.03,"69,600",59,26
nepool,2016-10-14,24.00,23.45,23.59,"42,400",49,20
nepool,2016-10-17,33.50,32.00,32.58,"44,000",48,23
nepool,2016-10-18,40.00,39.50,39.57,"18,400",23,12
nepool,2016-10-19,31.00,27.00,29.32,"39,200",48,23
nepool,2016-10-20,24.25,23.00,23.57,"39,200",44,14
nepool,2016-10-21,35.50,33.00,34.87,"9,600",12,12
nepool,2016-10-24,40.00,36.25,37.97,"54,400",67,28
nepool,2016-10-25,35.75,33.15,34.57,"27,200",34,20
nepool,2016-10-26,36.00,30.50,34.09,"42,400",53,24
nepool,2016-10-27,30.00,27.50,28.82,"36,000",43,17
nepool,2016-10-31,27.50,25.00,26.80,"16,800",21,16
nepool,2016-11-01,25.00,21.75,23.22,"27,200",34,15
nepool,2016-11-02,24.25,21.50,23.18,"32,000",40,14
nepool,2016-11-03,24.00,23.00,23.40,"30,400",34,18
nepool,2016-11-04,24.00,23.50,23.92,"12,000",15,12
nepool,2016-11-07,25.50,24.25,24.99,"26,400",31,15
nepool,2016-11-08,28.00,27.00,27.90,"18,400",21,10
nepool,2016-11-09,32.50,28.00,29.06,"45,600",57,21
nepool,2016-11-10,24.00,23.50,23.80,"8,800",10,12
nepool,2016-11-11,26.00,26.00,26.00,"1,600",2,4
nepool,2016-11-14,28.00,27.50,27.56,"20,000",24,13
nepool,2016-11-15,26.50,25.75,26.13,"21,600",23,13
nepool,2016-11-16,25.75,24.25,24.78,"21,600",25,15
nepool,2016-11-17,23.50,23.25,23.31,"7,200",8,5
nepool,2016-11-18,35.50,34.50,34.96,"5,600",7,9
nepool,2016-11-21,35.25,33.75,34.49,"29,600",37,16
nepool,2016-11-22,37.75,36.00,36.83,"36,000",37,15
nepool,2016-11-23,27.00,25.50,26.20,"18,400",23,8
nepool,2016-11-25,35.00,35.00,35.00,800,1,2
nepool,2016-11-28,31.50,30.75,31.16,"6,400",7,6
nepool,2016-11-29,30.40,29.25,29.77,"17,600",19,12
nepool,2016-11-30,32.00,30.25,31.14,"24,000",30,17
nepool,2016-12-01,34.00,33.50,33.93,"44,000",51,23
nepool,2016-12-02,44.00,43.75,43.91,"6,400",8,6
nepool,2016-12-05,56.00,54.00,55.20,"18,400",23,18
nepool,2016-12-06,45.25,45.00,45.05,"28,000",32,21
nepool,2016-12-07,55.50,54.25,54.63,"16,000",19,17
nepool,2016-12-08,80.00,68.00,73.56,"32,000",40,22
nepool,2016-12-09,78.00,78.00,78.00,"1,600",2,3
nepool,2016-12-12,53.25,50.00,51.02,"29,600",37,20
nepool,2016-12-13,77.00,72.50,74.86,"52,800",62,26
nepool,2016-12-14,90.00,85.00,87.43,"76,800",92,25
nepool,2016-12-15,110.00,98.00,101.85,"41,600",50,24
nepool,2016-12-16,70.00,70.00,70.00,"4,000",5,6
nepool,2016-12-19,84.00,83.50,83.91,"16,000",20,11
nepool,2016-12-20,52.00,50.00,50.83,"7,200",9,6
nepool,2016-12-21,55.00,53.00,53.73,"16,800",21,16
nepool,2016-12-22,64.50,63.50,64.03,"14,400",18,13
nepool,2016-12-23,49.50,49.50,49.50,800,1,2
nepool,2016-12-28,50.00,50.00,50.00,800,1,2
nepool,2016-12-29,50.85,49.75,50.48,"2,400",3,5
nepool,2016-12-30,48.00,48.00,48.00,"2,400",3,4
nepool,2015-01-05,80.00,77.00,77.79,"11,200",14,13
nepool,2015-01-06,111.00,99.75,108.52,"20,800",26,22
nepool,2015-01-07,120.00,114.00,116.63,"25,600",32,19
nepool,2015-01-08,76.00,68.00,71.33,"18,400",22,17
nepool,2015-01-12,97.00,92.00,94.88,"6,400",8,8
nepool,2015-01-13,100.00,92.00,95.47,"16,800",19,13
nepool,2015-01-14,87.50,86.00,86.88,"22,400",25,21
nepool,2015-01-15,113.00,104.00,107.57,"29,600",37,22
nepool,2015-01-19,65.00,62.00,63.38,"8,000",10,10
nepool,2015-01-20,72.00,70.00,71.50,"13,600",17,13
nepool,2015-01-21,65.00,61.00,63.29,"36,800",44,22
nepool,2015-01-22,55.00,53.00,53.98,"20,800",22,15
nepool,2015-01-23,100.00,95.00,96.42,"14,400",18,12
nepool,2015-01-26,100.00,94.00,95.69,"42,400",52,21
nepool,2015-01-27,90.00,83.00,86.42,"29,600",37,24
nepool,2015-01-28,76.50,73.50,74.95,"29,600",37,19
nepool,2015-01-29,87.00,78.00,84.21,"14,400",15,13
nepool,2015-01-30,122.00,110.00,115.11,"14,400",17,12
nepool,2015-02-02,100.00,94.25,96.23,"23,200",29,17
nepool,2015-02-03,73.00,69.75,71.33,"40,800",51,20
nepool,2015-02-04,105.00,95.00,99.14,"35,200",42,22
nepool,2015-02-05,97.00,92.50,95.16,"25,600",31,22
nepool,2015-02-06,79.00,76.50,77.89,"8,000",10,10
nepool,2015-02-09,99.00,93.00,96.01,"28,800",35,18
nepool,2015-02-10,130.00,126.50,128.17,"16,800",20,16
nepool,2015-02-11,150.00,132.00,141.45,"17,600",22,20
nepool,2015-02-12,150.00,136.00,141.88,"43,200",53,28
nepool,2015-02-13,185.00,168.00,176.88,"16,800",20,19
nepool,2015-02-16,154.60,150.25,152.43,"1,600",2,3
nepool,2015-02-17,180.00,158.00,165.51,"46,400",53,24
nepool,2015-02-18,173.00,162.00,167.44,"30,400",38,24
nepool,2015-02-19,176.00,155.00,163.00,"29,600",37,24
nepool,2015-02-20,136.25,125.00,130.31,"13,600",17,18
nepool,2015-02-23,193.00,180.00,187.94,"26,400",33,20
nepool,2015-02-24,205.00,193.00,199.73,"22,400",28,21
nepool,2015-02-25,200.00,175.00,182.81,"36,800",46,27
nepool,2015-02-26,164.95,155.00,158.44,"19,200",24,18
nepool,2015-02-27,129.00,121.00,124.78,"7,200",9,6
nepool,2015-03-02,110.00,104.00,106.82,"13,600",16,15
nepool,2015-03-03,68.50,63.50,67.06,"19,200",23,20
nepool,2015-03-04,116.00,110.00,112.14,"24,800",31,18
nepool,2015-03-05,127.00,118.00,122.98,"37,600",47,28
nepool,2015-03-06,67.25,65.00,65.48,"10,400",13,12
nepool,2015-03-09,44.00,42.50,43.29,"10,400",13,14
nepool,2015-03-10,36.50,35.75,36.20,"20,000",25,17
nepool,2015-03-11,46.00,43.50,44.99,"20,000",25,19
nepool,2015-03-12,44.75,43.00,43.92,"28,000",33,21
nepool,2015-03-13,47.50,44.00,45.44,"14,400",17,12
nepool,2015-03-16,54.75,52.95,53.46,"23,200",28,13
nepool,2015-03-17,92.00,85.00,89.27,"24,800",31,19
nepool,2015-03-18,97.00,94.00,94.60,"10,400",13,10
nepool,2015-03-19,69.00,66.00,67.18,"15,200",19,14
nepool,2015-03-23,70.00,65.00,68.20,"4,000",5,6
nepool,2015-03-24,43.00,40.50,41.84,"26,400",33,19
nepool,2015-03-25,37.50,36.75,37.15,"12,000",14,15
nepool,2015-03-26,42.75,41.00,42.24,"9,600",12,13
nepool,2015-03-30,72.00,58.00,66.13,"18,400",23,14
nepool,2015-03-31,44.00,42.00,43.00,"4,800",6,6
nepool,2015-04-01,36.00,35.00,35.58,"10,400",13,10
nepool,2015-04-02,30.50,29.50,30.02,"16,800",21,18
nepool,2015-04-06,40.00,37.00,38.75,"12,000",14,13
nepool,2015-04-07,59.00,53.25,55.76,"24,800",31,20
nepool,2015-04-08,38.50,35.00,37.41,"17,600",21,15
nepool,2015-04-09,45.00,36.00,38.17,"39,200",43,20
nepool,2015-04-13,30.00,30.00,30.00,"8,000",10,7
nepool,2015-04-14,29.25,29.00,29.15,"10,400",10,9
nepool,2015-04-15,26.00,25.50,25.83,"12,000",15,11
nepool,2015-04-16,28.25,27.75,28.00,"5,600",7,12
nepool,2015-04-17,29.00,27.00,28.00,"4,800",6,8
nepool,2015-04-20,38.00,34.00,35.52,"24,800",31,15
nepool,2015-04-21,36.75,34.75,36.05,"19,200",23,15
nepool,2015-04-22,35.50,35.00,35.38,"9,600",11,12
nepool,2015-04-23,36.00,34.00,35.03,"21,600",27,18
nepool,2015-04-27,28.50,28.25,28.31,"16,800",17,12
nepool,2015-04-28,31.00,30.50,30.70,"8,800",11,11
nepool,2015-04-28,31.00,30.50,30.70,"8,800",11,11
nepool,2015-04-29,26.00,26.00,26.00,"4,000",5,8
nepool,2015-04-30,23.65,23.25,23.45,"15,200",18,13
nepool,2015-05-01,27.00,26.60,26.76,"6,400",8,7
nepool,2015-05-04,28.25,27.75,28.00,"6,400",8,10
nepool,2015-05-05,26.75,26.40,26.51,"11,200",14,11
nepool,2015-05-06,29.50,28.00,28.46,"16,800",21,15
nepool,2015-05-07,29.45,27.50,28.44,"19,200",24,19
nepool,2015-05-08,41.00,39.00,40.06,"7,200",9,10
nepool,2015-05-11,47.00,43.75,45.09,"25,600",30,19
nepool,2015-05-12,27.25,27.00,27.13,"3,200",4,5
nepool,2015-05-13,26.45,25.75,26.05,"3,200",4,7
nepool,2015-05-14,26.00,25.00,25.41,"11,200",14,12
nepool,2015-05-15,30.50,27.00,28.98,"10,400",13,9
nepool,2015-05-18,27.50,27.25,27.40,"6,400",7,7
